Protei,ProteinB,co_expression
Os03g0268600,Os03g0297600,-0.4756
Os01g0846300,Os03g0297600,-0.2626
Os03g0328000,Os03g0816900,0.465
Os01g0551800,Os03g0816900,0.0631
Os01g0622700,Os03g0816900,-0.175
Os02g0235000,Os03g0816900,0.1916
Os04g0486500,Os03g0811600,0.3591
Os01g0264900,Os03g0387000,0.5797
Os01g0972900,Os05g0149900,0.4089
Os02g0700100,Os05g0149900,0.5056
Os02g0785900,Os05g0149900,0.4454
Os04g0472700,Os05g0149900,0.4266
Os06g0622500,Os05g0149900,0.2923
Os05g0579800,Os05g0149900,0.4165
Os04g0484800,Os05g0149900,0.4977
Os02g0746000,Os07g0101400,0.486
Os03g0197400,Os05g0449500,0.2771
Os04g0395800,Os05g0449500,-0.0693
Os01g0369000,Os05g0449500,0.3781
Os03g0402800,Os05g0449500,0.3251
Os11g0158600,Os01g0855600,-0.2974
Os01g0235200,Os01g0965000,0.2388
Os10g0577800,Os05g0346200,0.1406
Os03g0152100,Os01g0166800,0.0213
Os06g0163500,Os05g0411300,0.1445
Os03g0419100,Os05g0489700,-0.1189
Os07g0448800,Os10g0524400,-0.0628
Os02g0805200,Os03g0128500,0.865
Os01g0972900,Os04g0472700,0.6832
Os02g0700100,Os04g0472700,0.6461
Os02g0656300,Os04g0472700,0.4748
Os05g0579800,Os04g0472700,0.4917
Os08g0486200,Os09g0513700,0.652
Os07g0179200,Os09g0513700,0.193
Os04g0118900,Os09g0513700,0.5625
Os05g0120100,Os09g0513700,0.4293
Os03g0374575,Os09g0513700,0.4876
Os05g0364600,Os09g0513700,0.3936
Os01g0264900,Os06g0653800,0.8241
Os01g0510100,Os06g0154500,0.3638
Os05g0115800,Os06g0154500,0.0354
Os02g0787300,Os06g0154500,0.1682
Os03g0292100,Os06g0154500,0.2024
Os02g0148100,Os06g0154500,0.3513
Os05g0151400,Os02g0608900,0.5126
Os05g0559900,Os07g0496000,0.6615
Os03g0118400,Os04g0544200,-0.0689
Os03g0118400,Os10g0563900,0.1816
Os03g0118400,Os04g0552300,0.2763
Os02g0200900,Os01g0578000,-0.0889
Os03g0733600,Os02g0678800,0.8212
Os01g0201700,Os02g0682200,0.6171
Os02g0579600,Os02g0682200,-0.2595
Os02g0521300,Os09g0526500,-0.0984
Os08g0369300,Os01g0622700,-0.0751
Os01g0208600,Os01g0622700,0.2677
Os02g0596900,Os01g0622700,-0.0628
Os01g0718300,Os08g0308100,0.5516
Os05g0592400,Os08g0308100,0.6757
Os05g0592400,Os05g0571000,-0.2747
Os02g0771100,Os05g0571000,0.6597
Os03g0187600,Os05g0586200,0.2746
Os02g0735200,Os06g0714200,0.391
Os01g0958100,Os03g0131900,0.8577
Os09g0123200,Os04g0480300,0.3126
Os02g0723700,Os04g0480300,0.488
Os02g0194000,Os04g0480300,0.4271
Os11g0183700,Os04g0480300,0.2665
Os05g0491100,Os01g0384300,-0.1122
Os07g0687200,Os01g0384300,-0.1082
Os03g0319300,Os01g0384300,0.0783
Os01g0267900,Os01g0384300,0.0211
Os03g0339100,Os05g0530500,0.0652
Os03g0856400,Os05g0530500,0.4755
Os05g0532600,Os05g0536200,0.0535
Os06g0606000,Os04g0601700,0.0278
Os06g0217500,Os02g0189100,0.522
Os03g0108000,Os01g0549400,0.4488
Os09g0298400,Os08g0160000,0.4776
Os10g0577800,Os03g0327100,0.3681
Os02g0101500,Os10g0467200,0.1462
Os04g0488000,Os05g0103600,0.0903
Os10g0114400,Os11g0592000,0.19
Os06g0217500,Os09g0281900,0.5439
Os11g0157600,Os07g0572800,-0.0429
Os03g0707600,Os05g0407500,0.1712
Os02g0146700,Os06g0173100,0.7275
Os07g0577400,Os06g0173100,0.1581
Os04g0444600,Os06g0173100,0.6305
Os04g0484800,Os07g0411200,0.5503
Os02g0746000,Os07g0655300,0.331
Os05g0462600,Os07g0646000,0.2201
Os03g0556600,Os02g0488600,0.0541
Os01g0328400,Os05g0104900,0.0345
Os03g0234200,Os05g0104900,0.0982
Os02g0101500,Os07g0152800,0.2804
Os02g0245100,Os07g0152800,0.1858
Os09g0252000,Os12g0403800,0.5814
Os04g0520000,Os12g0403800,0.6121
Os06g0217500,Os01g0263500,0.3803
Os02g0749500,Os08g0318500,0.4717
Os01g0830000,Os03g0332600,0.6765
Os01g0218500,Os08g0559300,0.2201
Os01g0182600,Os08g0559300,-0.1147
Os03g0123300,Os06g0687700,0.2276
Os03g0448600,Os06g0687700,0.5828
Os03g0640100,Os08g0538700,0.4254
Os02g0537500,Os08g0538700,0.4542
Os03g0152100,Os08g0538700,-0.0123
Os06g0334400,Os08g0538700,0.0754
Os11g0586300,Os08g0538700,0.0307
Os03g0118400,Os08g0538700,0.3477
Os08g0137100,Os08g0538700,-0.0904
Os05g0491100,Os12g0511000,0.0732
Os07g0687200,Os12g0511000,-0.0238
Os03g0319300,Os12g0511000,0.0141
Os01g0267900,Os12g0511000,-0.0587
Os01g0781000,Os02g0833300,0.1071
Os01g0624500,Os01g0840100,0.3853
Os09g0474300,Os01g0840100,0.1785
Os12g0291100,Os01g0840100,-0.289
Os12g0274700,Os01g0840100,-0.2651
Os02g0805900,Os06g0300800,0.5769
Os05g0491100,Os03g0397400,0.2418
Os07g0687200,Os03g0397400,0.2054
Os03g0319300,Os03g0397400,0.3757
Os01g0267900,Os03g0397400,0.4827
Os05g0491100,Os04g0653200,0.3603
Os07g0687200,Os04g0653200,0.3598
Os03g0319300,Os04g0653200,0.5129
Os01g0267900,Os04g0653200,0.465
Os03g0786800,Os07g0577400,0.2481
Os05g0592400,Os07g0577400,0.2311
Os02g0771100,Os07g0577400,0.074
Os03g0118400,Os06g0701100,-0.1109
Os01g0958000,Os09g0509000,0.4607
Os02g0146700,Os05g0557200,0.3239
Os02g0122000,Os05g0497300,0.5127
Os07g0448800,Os01g0172400,0.5342
Os01g0264900,Os01g0172400,0.208
Os04g0486500,Os05g0349500,0.1541
Os05g0133100,Os06g0143900,0.0532
Os04g0486500,Os01g0625200,0.6354
Os06g0334400,Os01g0232400,0.4177
Os10g0114400,Os11g0660500,-0.2498
Os04g0486500,Os12g0560400,0.1018
Os03g0118400,Os05g0157200,-0.1928
Os03g0626800,Os05g0136200,0.0844
Os02g0291000,Os05g0136200,0.3002
Os03g0158500,Os05g0136200,-0.2666
Os02g0114000,Os02g0723700,0.3915
Os02g0194000,Os02g0723700,0.5209
Os05g0491100,Os01g0286900,-0.2115
Os04g0395800,Os08g0428400,0.3013
Os05g0449500,Os08g0428400,0.3034
Os04g0682900,Os05g0274200,0.2071
Os03g0556600,Os04g0418500,0.3217
Os01g0264900,Os02g0602500,0.6431
Os02g0459300,Os12g0590500,0.7052
Os05g0491100,Os02g0766700,0.1541
Os07g0687200,Os02g0766700,0.3281
Os03g0319300,Os02g0766700,0.4988
Os01g0267900,Os02g0766700,0.2394
Os04g0486500,Os03g0448600,0.456
Os02g0193600,Os03g0448600,0.3492
Os06g0127000,Os12g0178700,-0.2293
Os04g0534600,Os12g0178700,-0.1885
Os02g0754500,Os03g0323800,0.5463
Os01g0921600,Os03g0323800,0.7737
Os02g0700100,Os04g0551800,0.5095
Os03g0123300,Os04g0551800,0.2206
Os03g0448600,Os04g0551800,0.5347
Os03g0640100,Os08g0137100,0.4201
Os03g0307800,Os08g0137100,0.2077
Os06g0275500,Os08g0137100,0.0976
Os04g0661800,Os06g0217500,0.636
Os03g0701700,Os08g0557700,0.2622
Os08g0564300,Os11g0148300,0.1263
Os04g0620000,Os11g0148300,0.5046
Os03g0118400,Os04g0628900,-0.33
Os02g0146700,Os06g0176000,0.2912
Os02g0618200,Os07g0571100,0.2849
Os01g0182600,Os07g0571100,0.4864
Os08g0157600,Os07g0571100,0.1857
Os02g0146700,Os03g0695600,0.8186
Os03g0319300,Os03g0638800,0.2827
Os01g0267900,Os03g0638800,0.1895
Os01g0164800,Os11g0146800,0.0489
Os09g0280600,Os11g0146800,0.133
Os11g0615800,Os12g0143800,0.2756
Os11g0146800,Os12g0143800,0.2844
Os03g0626800,Os12g0603700,-0.0785
Os03g0856400,Os03g0740800,0.3055
Os10g0492000,Os07g0290800,0.3163
Os02g0748100,Os02g0658900,0.2811
Os05g0274200,Os01g0180600,0.4851
Os03g0796900,Os01g0911700,0.051
Os01g0805800,Os01g0911700,-0.0739
Os01g0859300,Os01g0911700,0.6927
Os01g0788500,Os03g0848600,0.0892
Os06g0217500,Os03g0711700,0.4237
Os02g0193600,Os04g0486500,0.8392
Os01g0369000,Os04g0485800,0.3377
Os06g0643700,Os11g0523700,0.0094
Os02g0624300,Os11g0523700,-0.1455
Os03g0737200,Os11g0523700,0.2319
Os07g0134800,Os08g0120000,4.00E-04
Os04g0321600,Os05g0182600,0.4047
Os11g0148300,Os04g0459000,0.2544
Os08g0479400,Os09g0414600,-0.0848
Os02g0766700,Os03g0419100,0.3991
Os01g0859300,Os03g0419100,-0.0407
Os07g0687200,Os02g0728001,-0.1304
Os03g0319300,Os02g0728001,-0.1436
Os01g0267900,Os02g0728001,0.0941
Os09g0479800,Os01g0267900,-0.2355
Os02g0759700,Os01g0267900,0.5434
Os01g0286900,Os01g0267900,-0.1829
Os09g0479800,Os03g0319300,-0.3162
Os02g0125300,Os03g0319300,0.6206
Os02g0759700,Os03g0319300,0.454
Os01g0622600,Os03g0319300,0.7049
Os01g0286900,Os03g0319300,-0.326
Os09g0479800,Os07g0687200,-0.4247
Os02g0125300,Os07g0687200,0.4644
Os06g0606000,Os07g0687200,0.1013
Os02g0759700,Os07g0687200,0.2777
Os01g0622600,Os07g0687200,0.7353
Os01g0286900,Os07g0687200,-0.3065
Os10g0480500,Os01g0909200,0.1755
Os05g0491100,Os01g0864700,0.1306
Os01g0970400,Os02g0194700,-0.432
Os04g0517300,Os04g0290800,0.3096
Os03g0556600,Os03g0275900,-0.0825
Os05g0151400,Os03g0271200,0.38
Os02g0197600,Os08g0435900,0.9627
Os09g0544800,Os02g0742200,0.6365
Os09g0544800,Os06g0234200,0.3741
Os01g0972900,Os02g0656300,0.5334
Os04g0485000,Os02g0656300,0.4549
Os02g0600100,Os02g0656300,0.3821
Os12g0588800,Os02g0739700,0.7626
Os01g0972900,Os03g0118400,0.2975
Os02g0739700,Os03g0118400,0.3439
Os02g0146600,Os03g0118400,-0.0947
Os03g0225200,Os03g0118400,0.0838
Os02g0135300,Os03g0118400,0.3832
Os03g0118400,Os11g0433600,-0.0279
Os03g0328000,Os01g0551800,0.5209
Os06g0717200,Os03g0773700,0.0461
Os04g0486500,Os03g0372700,0.2444
Os02g0610600,Os10g0115600,0.708
Os07g0179200,Os10g0115600,0.6432
Os03g0374575,Os10g0115600,0.3853
Os01g0959000,Os10g0115600,0.7368
Os07g0673500,Os10g0115600,-0.1042
Os05g0364600,Os10g0115600,0.4836
Os11g0530600,Os04g0662600,0.1057
Os02g0767300,Os04g0662600,0.117
Os03g0717700,Os12g0114100,-0.0322
Os02g0746000,Os03g0294700,-0.1394
Os07g0495200,Os08g0478200,0.9137
Os11g0523700,Os03g0234200,0.1092
Os03g0224200,Os03g0234200,0.2399
Os02g0833300,Os03g0234200,0.0656
Os11g0523700,Os09g0568400,0.1982
Os03g0224200,Os09g0568400,0.0868
Os02g0833300,Os09g0568400,-0.0874
Os05g0104900,Os09g0568400,-0.0218
Os04g0599900,Os11g0116550,0.4384
Os02g0437800,Os11g0116550,0.1983
Os04g0599900,Os12g0116000,0.3152
Os11g0116550,Os12g0116000,0.8638
Os02g0437800,Os12g0116000,0.2324
Os06g0217500,Os05g0154900,0.5626
Os11g0171500,Os03g0267300,-0.4927
Os08g0378900,Os01g0851000,0.7271
Os02g0760300,Os06g0474200,-0.1509
Os03g0118400,Os01g0897000,0.2592
Os08g0538700,Os01g0897000,0.6933
Os01g0883100,Os06g0712700,0.5414
Os01g0201700,Os06g0712700,0.4604
Os03g0750800,Os10g0415900,0.6205
Os02g0266800,Os03g0796900,0.1836
Os02g0132500,Os03g0796900,-0.1665
Os02g0754500,Os03g0163300,-0.3492
Os06g0168000,Os03g0163300,-0.3909
Os01g0921600,Os03g0163300,-0.2934
Os01g0579600,Os10g0441800,-0.1461
Os01g0141100,Os10g0441800,0.407
Os03g0556600,Os06g0102700,0.2624
Os01g0666800,Os04g0223000,0.3744
Os10g0114400,Os05g0458100,-0.3215
Os04g0428900,Os07g0124500,0.546
Os03g0116500,Os07g0124500,0.4987
Os02g0172600,Os02g0530100,0.0987
Os02g0196600,Os02g0530100,-0.0854
Os10g0114400,Os05g0313500,0.0043
Os03g0610900,Os01g0265800,-0.2013
Os05g0502800,Os07g0636000,0.525
Os01g0201700,Os02g0579600,-0.1421
Os10g0569200,Os07g0222300,0.7463
Os07g0124500,Os07g0222300,0.587
Os04g0376500,Os07g0222300,0.8427
Os05g0563500,Os03g0123100,-0.1096
Os05g0491100,Os01g0211800,0.1263
Os07g0687200,Os01g0211800,0.0218
Os03g0319300,Os01g0211800,0.1461
Os01g0267900,Os01g0211800,0.2705
Os01g0737800,Os09g0514400,0.4738
Os01g0150100,Os09g0514400,0.1411
Os01g0264900,Os10g0567800,-0.1141
Os01g0279200,Os03g0116500,0.5761
Os06g0665400,Os03g0116500,-0.5398
Os04g0376500,Os03g0116500,0.8247
Os05g0373300,Os09g0526500,0.1822
Os04g0432000,Os02g0260200,0.3959
Os04g0520000,Os09g0252000,0.828
Os03g0748400,Os04g0118900,0.4876
Os05g0120100,Os04g0118900,0.6636
Os05g0491100,Os08g0547300,-0.1226
Os07g0687200,Os08g0547300,-0.0479
Os03g0319300,Os08g0547300,-0.1258
Os01g0267900,Os08g0547300,-0.1707
Os05g0104900,Os05g0160200,-0.0046
Os02g0698000,Os03g0306800,0.8346
Os05g0491100,Os12g0560900,0.4962
Os02g0266800,Os12g0560900,0.0298
Os02g0132500,Os12g0560900,0.5141
Os03g0796900,Os12g0560900,0.092
Os07g0687200,Os12g0560900,0.6737
Os03g0319300,Os12g0560900,0.5351
Os01g0267900,Os12g0560900,0.5911
Os02g0194000,Os04g0619500,0.4982
Os01g0897000,Os05g0398000,0.3713
Os03g0118400,Os05g0398000,0.0059
Os11g0456300,Os10g0388200,0.6609
Os03g0363800,Os07g0179200,0.7387
Os01g0959000,Os07g0179200,0.7408
Os05g0364600,Os07g0179200,0.3005
Os06g0147800,Os08g0157000,-0.1509
Os03g0262200,Os08g0157000,0.1058
Os05g0115800,Os08g0157000,0.0688
Os05g0343400,Os08g0157000,-0.1014
Os03g0292100,Os08g0157000,-0.0018
Os06g0699400,Os08g0157000,-0.2131
Os02g0148100,Os08g0157000,0.0816
Os05g0235800,Os12g0560700,0.9242
Os01g0166800,Os12g0560700,0.8238
Os05g0274200,Os09g0407600,0.5325
Os03g0240500,Os05g0151400,0.5838
Os06g0142600,Os01g0934300,-0.16
Os06g0694000,Os01g0369000,0.205
Os03g0197400,Os01g0369000,0.3098
Os01g0106800,Os01g0369000,0.3442
Os06g0154200,Os01g0369000,-0.2854
Os09g0420800,Os01g0369000,0.4004
Os06g0665400,Os01g0369000,-0.2061
Os02g0746000,Os01g0369000,0.3887
Os05g0491100,Os03g0796900,0.3095
Os03g0639600,Os03g0796900,0.3186
Os07g0687200,Os03g0796900,0.3292
Os03g0319300,Os03g0796900,0.3569
Os01g0267900,Os03g0796900,0.4024
Os08g0526200,Os08g0560900,0.8933
Os02g0197600,Os08g0560900,0.9426
Os02g0217500,Os08g0187700,0.0488
Os10g0114400,Os02g0161900,-0.1851
Os10g0114400,Os06g0681400,-0.2605
Os01g0141700,Os05g0592400,0.1381
Os03g0786800,Os05g0592400,0.5351
Os03g0669200,Os05g0592400,0.7467
Os04g0691200,Os05g0592400,-0.0189
Os01g0238900,Os05g0592400,0.6851
Os03g0339100,Os05g0592400,0.0266
Os01g0104600,Os05g0592400,-0.1547
Os03g0286800,Os05g0592400,0.408
Os01g0369000,Os02g0317300,0.2754
Os02g0746000,Os07g0258700,0.3681
Os03g0236900,Os04g0106300,0.1082
Os02g0771100,Os04g0452100,0.6179
Os03g0719800,Os04g0452100,-0.395
Os05g0491100,Os02g0757700,0.3514
Os01g0369000,Os02g0757700,0.1867
Os07g0687200,Os02g0757700,0.1649
Os03g0319300,Os02g0757700,-0.0121
Os01g0267900,Os02g0757700,0.3828
Os05g0491100,Os06g0219700,-0.2817
Os01g0369000,Os06g0219700,-0.0268
Os07g0687200,Os06g0219700,-0.2454
Os03g0319300,Os06g0219700,-0.0891
Os01g0267900,Os06g0219700,-0.3153
Os03g0596900,Os11g0171500,0.2385
Os02g0778700,Os11g0171500,0.3082
Os01g0610100,Os11g0171500,0.0759
Os09g0504000,Os11g0171500,0.1488
Os06g0687800,Os11g0171500,-0.122
Os07g0203700,Os11g0171500,0.3709
Os06g0598800,Os11g0171500,0.3379
Os02g0705400,Os11g0171500,-0.0904
Os03g0366900,Os09g0376000,0.2828
Os02g0140300,Os02g0558300,-0.2209
Os01g0106800,Os01g0104600,-0.3742
Os07g0577400,Os01g0104600,0.1144
Os01g0184900,Os04g0321600,0.7203
Os06g0474200,Os02g0672600,0.5734
Os01g0736900,Os05g0526400,0.3982
Os02g0535400,Os01g0624500,0.5168
Os09g0456800,Os09g0569100,0.408
Os04g0485000,Os03g0123300,0.1496
Os02g0600100,Os03g0123300,0.0904
Os06g0163500,Os06g0711800,0.1618
Os05g0398100,Os06g0187000,0.4519
Os03g0759500,Os06g0187000,0.6528
Os03g0184700,Os06g0187000,0.3531
Os05g0491100,Os03g0847600,0.2133
Os07g0687200,Os03g0847600,0.3438
Os03g0319300,Os03g0847600,0.3396
Os01g0267900,Os03g0847600,0.2351
Os03g0786800,Os04g0428900,0.4125
Os03g0197400,Os04g0428900,0.5546
Os03g0116500,Os04g0428900,0.5268
Os07g0577400,Os04g0428900,-0.0657
Os05g0449500,Os04g0428900,0.1517
Os06g0665400,Os04g0428900,-0.443
Os04g0376500,Os04g0428900,0.5941
Os04g0691500,Os10g0470900,-0.2901
Os02g0170500,Os07g0606600,-0.5313
Os10g0402200,Os06g0187000,0.7998
Os05g0533500,Os12g0625000,0.4576
Os03g0195800,Os12g0625000,0.1069
Os03g0786800,Os03g0339100,0.1731
Os01g0264900,Os03g0339100,0.2077
Os03g0118400,Os02g0141300,-0.2411
Os02g0723700,Os09g0123200,0.3075
Os02g0194000,Os09g0123200,0.4758
Os06g0142600,Os09g0123200,0.001
Os11g0183700,Os09g0123200,0.4623
Os06g0234200,Os03g0328000,0.3965
Os02g0742200,Os03g0328000,0.7585
Os01g0622700,Os03g0328000,-0.1823
Os01g0208600,Os03g0328000,0.5133
Os09g0423300,Os04g0680000,-0.2972
Os05g0144800,Os04g0680000,0.6425
Os10g0114400,Os02g0586400,0.0332
Os09g0551900,Os07g0486000,0.3016
Os06g0606000,Os10g0564800,0.3458
Os09g0418000,Os10g0564800,0.2664
Os01g0536000,Os10g0564800,-0.0022
Os05g0136200,Os10g0564800,-0.1288
Os07g0150700,Os10g0564800,0.2889
Os04g0459900,Os12g0616600,0.8222
Os05g0491100,Os01g0758900,0.2116
Os07g0687200,Os01g0758900,0.2662
Os03g0319300,Os01g0758900,0.1446
Os01g0267900,Os01g0758900,0.3962
Os02g0291000,Os05g0514200,-0.0397
Os09g0422500,Os01g0750300,0.899
Os03g0123300,Os03g0214600,0.244
Os02g0146700,Os03g0214600,0.7764
Os01g0815700,Os02g0704000,0.48
Os03g0152100,Os11g0546000,-0.2431
Os05g0579800,Os11g0546000,0.1989
Os01g0264900,Os04g0602500,0.352
Os01g0579600,Os03g0666500,-0.0593
Os01g0141100,Os03g0666500,0.5359
Os01g0338100,Os01g0680400,0.6055
Os01g0971500,Os03g0780800,0.6504
Os04g0512400,Os05g0512000,0.761
Os01g0972900,Os02g0785900,0.4418
Os02g0700100,Os02g0785900,0.5114
Os02g0656300,Os02g0785900,0.5432
Os04g0484800,Os02g0785900,0.545
Os01g0861700,Os02g0639000,-0.1827
Os01g0235200,Os02g0639000,0.1966
Os02g0516600,Os02g0639000,-0.0299
Os02g0555000,Os03g0312600,0.4167
Os02g0245800,Os05g0428700,0.4438
Os01g0648000,Os05g0428700,-0.2598
Os08g0104600,Os08g0526200,0.8387
Os06g0107700,Os08g0526200,0.915
Os03g0809700,Os07g0540100,-0.0539
Os01g0267900,Os01g0622600,0.5523
Os03g0262200,Os03g0335200,0.2968
Os07g0687200,Os03g0335200,-0.1489
Os03g0319300,Os03g0335200,-0.1927
Os01g0267900,Os03g0335200,-0.2171
Os05g0491100,Os02g0759700,0.4692
Os03g0374575,Os12g0460800,-0.0976
Os05g0235800,Os02g0600100,0.3831
Os05g0493500,Os02g0600100,0.2173
Os02g0146700,Os02g0600100,0.4258
Os05g0235800,Os04g0485000,0.3979
Os05g0493500,Os04g0485000,0.3289
Os02g0146700,Os04g0485000,0.8616
Os03g0607600,Os04g0485000,0.3332
Os01g0917500,Os12g0472500,0.1223
Os01g0788500,Os07g0484300,-0.2141
Os03g0725050,Os04g0683100,0.0249
Os05g0579800,Os04g0683100,0.4469
Os02g0771100,Os04g0532800,-0.2307
Os06g0217500,Os05g0176000,0.5211
Os03g0224200,Os10g0564000,0.2033
Os03g0262200,Os06g0147800,-0.0874
Os02g0791200,Os01g0192900,-0.0359
Os05g0491100,Os06g0151900,-0.038
Os04g0654700,Os08g0500000,0.8424
Os07g0490800,Os08g0500000,0.7706
Os03g0126800,Os03g0626800,0.2539
Os01g0141100,Os06g0308800,0.3464
Os01g0186200,Os12g0190000,-0.066
Os04g0520000,Os08g0116800,0.6953
Os02g0265400,Os11g0629200,0.406
Os02g0265400,Os12g0500700,0.2236
Os04g0486500,Os06g0683900,0.8204
Os05g0491100,Os08g0566400,-0.3528
Os07g0687200,Os08g0566400,0.0555
Os03g0319300,Os08g0566400,-0.1174
Os01g0267900,Os08g0566400,-0.3306
Os02g0639000,Os04g0506900,-0.1942
Os07g0615200,Os05g0558800,0.37
Os03g0402800,Os05g0558800,0.2763
Os03g0737600,Os06g0334400,0.2669
Os03g0152100,Os06g0334400,-0.1211
Os12g0588800,Os06g0334400,-0.0545
Os01g0897000,Os06g0334400,0.1031
Os03g0118400,Os06g0334400,-0.2221
Os02g0739700,Os06g0334400,-0.0239
Os08g0512600,Os06g0334400,0.0372
Os05g0392300,Os06g0334400,0.3451
Os01g0588200,Os05g0532600,0.7348
Os04g0193200,Os09g0359800,-0.1727
Os02g0148100,Os06g0147800,0.3715
Os05g0592400,Os11g0660300,0.5293
Os03g0184700,Os03g0759500,0.4843
Os07g0495200,Os02g0175800,0.8538
Os11g0148300,Os04g0656100,0.0591
Os10g0114400,Os04g0656100,-0.0232
Os03g0786800,Os04g0691200,-0.0973
Os02g0146700,Os02g0770000,0.7949
Os05g0133100,Os11g0174000,-0.036
Os10g0114400,Os11g0174000,0.2544
Os12g0460800,Os02g0610600,-0.084
Os09g0409950,Os09g0431500,0.2586
Os03g0408500,Os09g0431500,0.5647
Os06g0645700,Os09g0431500,0.034
Os03g0441000,Os09g0431500,0.2096
Os01g0846900,Os09g0431500,0.4262
Os01g0338100,Os09g0431500,0.5615
Os03g0837100,Os05g0176100,0.7623
Os12g0557800,Os03g0806900,-0.0879
Os05g0428700,Os06g0254200,0.0713
Os04g0486500,Os06g0254200,0.0571
Os03g0787000,Os06g0254200,-0.1613
Os01g0648000,Os06g0254200,0.0497
Os02g0757900,Os06g0558700,0.5379
Os03g0359600,Os06g0558700,-0.2743
Os03g0187600,Os06g0558700,0.2881
Os06g0319600,Os06g0558700,0.3435
Os10g0114400,Os03g0201500,0.4362
Os10g0114400,Os06g0639100,0.1014
Os01g0972900,Os06g0638900,-0.0718
Os03g0441000,Os12g0574800,0.4267
Os06g0649500,Os12g0574800,0.4072
Os09g0431500,Os12g0574800,0.3194
Os01g0846900,Os12g0574800,0.1944
Os01g0338100,Os12g0574800,0.2485
Os02g0194000,Os03g0722100,0.2444
Os05g0133100,Os07g0201100,0.166
Os02g0137800,Os03g0669200,0.0184
Os11g0158600,Os12g0636200,0.6826
Os10g0114400,Os03g0131200,-0.4503
Os01g0718300,Os03g0132800,0.131
Os08g0549100,Os09g0513000,-0.3229
Os02g0715400,Os09g0513000,0.0786
Os03g0707900,Os09g0513000,0.5085
Os02g0639000,Os05g0151000,0.152
Os05g0491100,Os04g0540600,0.2755
Os07g0687200,Os04g0540600,0.0407
Os03g0319300,Os04g0540600,0.0341
Os01g0267900,Os04g0540600,0.3005
Os03g0146400,Os10g0389200,0.8057
Os01g0897000,Os05g0493500,0.5748
Os10g0580300,Os12g0588800,-0.1286
Os03g0137800,Os12g0588800,0.6808
Os01g0897000,Os12g0588800,0.5988
Os03g0118400,Os12g0588800,0.3624
Os08g0538700,Os12g0588800,0.7518
Os05g0392300,Os12g0588800,0.2386
Os07g0567700,Os07g0586900,-0.0022
Os01g0242200,Os07g0586900,0.5913
Os05g0491100,Os03g0255500,-0.2808
Os07g0687200,Os03g0255500,-0.0066
Os03g0319300,Os03g0255500,-0.1555
Os01g0267900,Os03g0255500,-0.2801
Os05g0478800,Os06g0583400,-0.3522
Os01g0607400,Os06g0583400,0.6015
Os02g0122000,Os06g0583400,0.666
Os05g0449500,Os06g0583400,0.4164
Os02g0189500,Os06g0583400,0.0864
Os05g0100366,Os06g0583400,0.578
Os01g0109700,Os06g0583400,0.4477
Os06g0606000,Os01g0711000,0.0714
Os07g0556200,Os02g0751600,0.8975
Os07g0687200,Os03g0570100,-0.1373
Os03g0319300,Os03g0570100,-0.0946
Os01g0267900,Os03g0570100,0.0436
Os09g0569400,Os07g0693900,0.5965
Os10g0114400,Os07g0558400,-0.4504
Os06g0108900,Os05g0324600,-0.0908
Os08g0292900,Os05g0324600,0.0151
Os03g0732100,Os05g0324600,0.0031
Os02g0226600,Os05g0324600,0.1467
Os03g0727000,Os05g0324600,0.0362
Os03g0123500,Os05g0324600,0.2354
Os03g0727000,Os05g0455200,0.6086
Os05g0129700,Os05g0455200,0.5773
Os01g0624500,Os11g0703900,0.5884
Os06g0217500,Os09g0540500,0.4411
Os02g0537500,Os03g0152100,0.2226
Os04g0485000,Os03g0152100,-0.197
Os02g0600100,Os03g0152100,-0.2192
Os03g0118400,Os03g0152100,0.055
Os02g0537500,Os10g0440100,0.5726
Os08g0318500,Os11g0157400,0.3154
Os02g0749500,Os11g0157400,0.5431
Os06g0183200,Os02g0527600,-0.0681
Os03g0131900,Os11g0153700,0.7913
Os01g0958100,Os11g0153700,0.915
Os03g0738400,Os07g0658400,0.8674
Os03g0610650,Os11g0134700,0.0116
Os04g0151800,Os05g0506200,0.6042
Os06g0108900,Os01g0965900,0.5636
Os02g0226600,Os01g0965900,-0.439
Os11g0158600,Os01g0965900,0.5836
Os03g0837100,Os07g0208500,0.6746
Os05g0176100,Os07g0208500,0.9189
Os02g0265400,Os01g0862300,0.2127
Os03g0118400,Os05g0493500,0.2896
Os01g0589300,Os04g0467800,-0.0247
Os07g0687200,Os03g0650800,-0.0428
Os03g0319300,Os03g0650800,-0.0256
Os01g0267900,Os03g0650800,0.0301
Os01g0633500,Os02g0767300,0.258
Os09g0298400,Os03g0110400,0.5881
Os02g0146700,Os03g0851300,0.8074
Os10g0470900,Os01g0958000,0.5307
Os02g0757900,Os06g0219600,0.5696
Os10g0580300,Os09g0466100,-0.027
Os03g0137800,Os09g0466100,0.8108
Os06g0334400,Os09g0466100,0.1145
Os01g0897000,Os09g0466100,0.7073
Os03g0118400,Os09g0466100,0.3228
Os08g0512600,Os09g0466100,0.8363
Os05g0392300,Os09g0466100,0.4329
Os04g0488000,Os09g0466100,-0.1321
Os02g0291000,Os09g0418000,-0.1497
Os01g0104600,Os06g0601500,0.6212
Os05g0571000,Os06g0601500,0.4478
Os02g0771100,Os06g0601500,0.5574
Os04g0493000,Os06g0601500,0.5766
